-1.521329554281828145e+00,1.855617182918844144e+00,3.869110746581108540e+00,1.968931008327427179e+00,-1.847605728575686834e+00,3.543817463973368831e-01,-1.691050304691810169e-02,-5.511721587729446981e+00,-5.531901202668056960e-01,1.530082207512948544e+00
3.332023210722791617e+00,5.645978150391739447e-01,7.721469050634044429e-01,-1.912287944437293330e+00,-3.208288019440422301e-01,-1.640986528606798167e-01,-6.247606228577744503e-01,-8.819362010715474653e-01,2.185256999979495962e+00,1.215192940060294102e+00
1.211475993921727223e+00,-2.320731323587602368e+00,2.336913749327018675e+00,-1.363870706358011775e+00,-1.626179023620378361e+00,-2.576948389203582934e+00,2.702429378037480845e+00,-3.613873406789840370e+00,2.101378854421755094e+00,-1.302096618902233383e+00
-4.162837785781885458e-01,1.294409022411842081e+00,4.188454119180748392e-01,-1.310933294569490981e-01,-8.461856755926200346e-01,-2.655318645432738212e+00,-6.927127226176752472e-01,-1.231338962267129800e+00,1.191431189620966391e+00,-1.347885334928332624e+00
-1.472188618235335866e+00,1.181983418219425985e+00,1.040289208553392686e-01,1.212923804132130190e+00,-1.005022343120327566e+00,2.369260778269961065e+00,-1.197730178193769479e+00,-1.605632590526612224e+00,-7.361057835097503110e-01,2.410956602261885351e+00
6.789778832998916158e-02,-2.489544355004831289e+00,3.471204475835858005e+00,-7.071084375322653770e-01,-1.582388126983266918e+00,3.151399380362995828e+00,2.804581443027573506e+00,-3.403258541916869717e+00,1.579524068157101446e+00,2.393077722821337350e+00
-2.712773729428037850e+00,-7.495211963498515928e-01,4.720273941178629862e+00,2.336030725958919252e+00,-1.969391610317689389e+00,-1.354700953586958967e+00,2.643847682051342574e+00,-6.560625438172171364e+00,-1.497848821211411385e+00,-3.397119454457811494e-01
-1.911316474603999005e+00,2.010803591414263458e+00,4.765950472647801028e+00,1.587196816627477025e+00,-1.706948144718658300e+00,2.471888325416731647e+00,3.164046890072787832e+00,-4.367840755229393856e+00,-1.037354597375850451e+00,3.350751222369659832e+00
-1.501338673681376079e-01,2.169512694795058039e+00,-1.979504833905945560e+00,2.236755897247282299e-01,-1.955856712644652995e-01,-1.956799356229891984e+00,-1.764281687139840571e+00,-6.560420694495179283e-01,1.048470964732617805e+00,-1.033788613958820379e+00
-1.800692902539208884e+00,3.428631994222969936e+00,4.156784461499739791e+00,1.344665606926304990e+00,-1.681032055680787618e+00,-2.439273379188382940e+00,1.725623582250211285e+00,-4.295384739562551069e+00,-1.005167574090538141e+00,-1.190339704183055236e+00
-7.841223767498313180e-01,3.348300113322268068e+00,6.007990841878766419e-01,7.996280212437387735e-01,-1.645456166795277397e+00,-7.285176602069349805e-01,-9.843331944212199147e-01,-4.156363546222867633e+00,3.563637138088465162e-01,3.580711655839458607e-01
2.232113992957635240e+00,-2.470787251359114922e+00,-3.124167717069489258e-01,-1.693084818756391385e+00,-8.153409127408335344e-01,-2.112073950293625657e+00,-6.855362997795300117e-01,-1.331302821868947328e+00,2.556965297928567971e+00,-1.009074892656798728e+00
-2.978214503869173857e+00,-8.857865006320642109e-02,5.215956818359813951e+00,1.848912660377024952e+00,-1.565762309325639867e+00,1.503447100090539834e+00,-1.449763334036586748e-01,-3.176496830473449773e+00,-1.602723199285203348e+00,2.972300110528927064e+00
2.962046773193684146e+00,-3.259358498520770198e-02,2.117734216518353918e+00,-1.861286948047246037e+00,-1.083714103540111440e+00,-1.128265744756646427e+00,1.715779787669600154e-01,-1.970653255669173376e+00,2.074723840358543736e+00,-3.529627648862822542e-01
-1.925727425933794867e+00,-1.117904140915523037e+00,-7.999318926669014840e-02,2.103351498247861606e+00,-1.763541900516679473e+00,-2.392027219665133764e-01,-1.207111594780238661e+00,-4.438456356790022816e+00,-1.117665677480037756e+00,1.162363796810050198e+00
1.444600392255972920e+00,3.360354375618264555e+00,5.835670059972277723e-01,-1.334117565328999389e+00,1.498543832655698793e+00,3.191448963630117319e+00,-7.137313221583685419e-01,7.395480332305761628e-01,2.291818377189447364e+00,2.494022526674479767e+00
-2.726041802592420904e+00,2.804549576424358648e+00,-2.823893859712156562e-01,2.397793170431944176e+00,-7.376051251293369582e-01,1.147572887470152736e+00,-2.157235467235135040e+00,-1.783343930295508084e+00,-1.502630102687755764e+00,2.429939710005373232e+00
7.070288646623046347e-01,3.101612491003711725e+00,-2.471111241707299455e-02,-1.100533942866958270e+00,-1.706318779530640484e+00,1.016603369009327906e-03,-6.318547576448692027e-01,-4.605514138081074016e+00,2.020645496103227856e+00,1.398838896383815200e+00
-6.524522333819438025e-01,1.515792487981322267e+00,3.945403099043214290e+00,7.602433925296099293e-01,-1.975668971749220404e+00,-5.491445489322694939e-01,2.786879083059733198e+00,-6.619981190807226135e+00,7.167260355257871751e-01,8.832092926895038776e-01
2.357806153024395002e+00,1.478342216452345426e+00,-3.376450103511939194e+00,-1.741859766047366032e+00,2.116968417358354060e+00,3.485935971802383015e+00,-2.463446372656309613e+00,2.269210344604877250e+00,2.165200532517003840e+00,2.117595099240111356e+00
