8.377746727240769076e-01,2.446660474712853972e+00,2.542057897549995893e+00,3.709438020169224970e+00,3.000838216798599412e+00,5.921391825031721012e-01,7.301826108456265452e+00,-2.149720936415707939e+00,-3.807079770558295273e+00,3.014225302303635168e+00
-5.173576066666547568e-01,-1.333685179837952539e+00,-4.384908946746194358e-01,5.316345316134974963e-01,-3.892593975205675960e-01,2.209557597705309462e+00,2.697879435508425683e+00,2.230952136512664552e+00,3.014524405246070682e-01,-1.554813535336407648e+00
-1.476474803873386143e+00,2.390418821261427684e+00,-4.366070021490348063e-01,4.321876279910915386e+00,-2.771645823499380157e-01,-1.745193285301862129e+00,2.930596569184209077e+00,3.142512582744931393e+00,-4.520528676207764107e+00,-1.466291993511984471e+00
3.316986688403122940e+00,2.010810689999473322e+00,-1.598307713246661654e+00,9.040761779810715382e-01,-2.271989238113246490e+00,-7.563585798568839280e-02,2.161087466706514082e+00,3.408970969588396294e+00,4.484005868303897024e+00,-1.894116208426983805e+00
-1.163581681425307490e+00,2.494640527244098571e+00,-1.236824270705606299e+00,3.282354996511580580e+00,-1.532380779518736968e+00,-3.517640040398974932e-01,1.832350875522839484e+00,4.299532782767213845e+00,-4.246759510504004353e+00,-1.811687002282445613e+00
-1.968392574261204064e+00,2.794642641228243019e+00,2.321753123065157798e+00,4.928225510324569569e+00,2.118839506002794693e+00,-1.631867606083167832e+00,5.453044989424357780e+00,-1.865546605930011870e+00,-4.564294692359180949e+00,2.034512905425567286e+00
-3.039341285489519873e+00,1.700134623567293612e+00,-1.825165684033404512e+00,4.422882274669070329e-02,-3.133896061739755545e+00,1.229751765786757822e+00,1.583969266292093447e+00,3.704114156282440895e+00,4.991195728340322990e-01,-1.944036154461368904e+00
3.380093825874036284e+00,-1.836751707783804255e+00,-7.794434161506317293e-01,-1.760176971159919668e-01,-5.951246035529456080e-01,2.899744490584652112e+00,1.337747857624820957e+00,2.693918042722253769e+00,5.007024244420879455e+00,-1.618114419950121619e+00
-2.605010009524777015e+00,2.455957855886396590e+00,2.877000792670904250e+00,3.528629736368963599e+00,2.697781786114784808e+00,-8.620359345767383275e-01,6.696212766583625076e+00,-2.135423586748599334e+00,-4.425378195502672973e+00,2.767031746587441887e+00
-1.245084447570744324e+00,3.255114639462620474e+00,3.152857447909541033e+00,4.118334977841607625e+00,2.104208849469543452e+00,-8.814704226637584128e-01,4.430499252486524320e+00,-1.985513027300793043e+00,-4.456004568848106473e+00,2.272413295468850514e+00
-3.003400086748608810e+00,2.590071437828809220e-01,-8.780897693155074180e-01,9.630456627011225734e-01,-8.174044765941994584e-01,1.658225918972792812e+00,1.660992260895739925e+00,2.684298265515810744e+00,-1.173716248535131124e+00,-1.725015924680164625e+00
-1.926610427223681921e+00,3.223423489713634460e+00,-1.054037913663032455e+00,4.373626441644185903e+00,-1.128045452626204703e+00,-1.098323064029462337e+00,2.320497615303866112e+00,2.899084182964196454e+00,-4.490014097764692735e+00,-1.753048218948703996e+00
-7.445555953947655681e-01,-1.908603509771416462e+00,1.260744037061392042e+00,1.559885439267710006e-01,8.659645009829004536e-01,3.084381047644805030e+00,3.860521876897649918e+00,-1.326675543235759092e+00,1.913257710968344627e-01,1.128172847008436896e+00
