"","x_child","x_pa","noisetmp"
"1",-0.348357826860826,0.508946748330307,0.922374963312485
"2",-0.207678808804272,-0.318823849577576,0.068614443834024
"3",-0.262601325696745,-0.128579021591108,0.305992817664462
"4",0.623020602347862,-1.85384168640594,0.294244127858633
"5",0.183942682158462,-0.624909234634339,0.794056159770449
"6",0.330459073050433,-0.781335010012973,0.874814201903199
"7",0.0731657898308422,-0.651425976168381,0.116157182953019
"8",-0.418129024335778,1.2628079311148,1.21062548109414
"9",-0.469712707552876,0.721848752300677,0.537287829226569
"10",0.746265026693912,-1.68323866530381,1.09547791433585
"11",-0.102677448921076,0.242340369520728,1.80126810059375
"12",0.708804348219072,-2.15315360173199,0.458073506133419
"13",-0.292476596238903,0.233368425839527,0.838751271560034
"14",0.585574318187168,-1.48318270958587,0.551445762136058
"15",0.483332344512228,-1.51503234733394,-0.00467315985479891
"16",0.216788509809751,-0.732590525584015,0.490441688808719
"17",-0.686368114548364,3.07280878310236,0.56142644209629
"18",-0.754267430521406,2.47523656768059,0.0612870949719575
"19",-0.63586492049337,1.57887927818982,0.299414312420943
"20",-0.344385143318442,0.203065891391717,0.532551586205036
"21",0.687267461230612,-1.4110729300255,1.16739212698121
"22",-0.30481485883521,1.66855825259559,1.99878424471874
"23",-0.471327884112005,0.648565137020166,0.457623492882719
"24",-0.619234616532322,2.12554826125836,0.618601907929298
"25",-0.644585212455015,1.72603439627687,0.326961509317729
"26",-0.382457694778519,0.183525071090038,0.311265143372795
"27",0.760891947364652,-1.99394342102522,0.851301199141786
"28",0.0673474847861336,-0.449418203876349,0.995046522264669
"29",-0.25758193571043,1.47688735909402,2.1375353906233
"30",-0.0726169858135389,0.168395817538593,1.83605936916275
"31",-0.536380572172019,1.65522782609957,0.83455086134128
"32",-0.333315191627927,0.400539461766534,0.866659026277484
"33",-0.170958965679695,-0.0917945235585948,0.848386811390909
"34",-0.396583768597447,0.275203838108582,0.380163481764383
"35",0.547604081003962,-1.28279413465203,0.682906375556448
"36",0.620299982409536,-1.68949420803834,0.458337864975529
"37",-0.28800981294512,1.99478090531479,2.2247803290252
"38",0.745277174156367,-1.18891165606419,1.84950695385036
"39",-0.194204102710144,0.211513976520042,1.29662049180898
"40",-0.776495223890512,2.79872934649336,0.0425187712966473
"41",-0.399560569898672,0.145958144662278,0.164365927099479
"42",0.241553184886346,-0.686348058655973,0.803919291233277
"43",0.663722718342798,-1.70917309306061,0.652721896621079
"44",-0.661202679536126,3.76468620636365,0.828617744845736
"45",0.569478101565972,-1.76822284888876,0.115759522203714
"46",0.504892435762214,-1.31290197397038,0.416301463729365
"47",0.579236893872928,-1.46024815364847,0.553044248565298
"48",0.38291080243079,-1.04218852468166,0.362369870816029
"49",-0.233229318666772,-0.216231971606452,0.234335031452961
"50",-0.118190643767818,-0.208043810793013,0.831099238826251
"51",0.479010731354385,-1.17702627041733,0.542242558815137
"52",0.476456269725326,-0.638534179194794,2.19211920266829
"53",-0.434180838229856,2.64621507329947,1.7122913661976
"54",-0.41964166701255,0.996495213654655,1.0201097628406
"55",-0.347206844176499,0.455434258157919,0.86521859252742
"56",0.524211800278043,-0.998983847212274,1.17737108045722
