"","x_child","x_pa","noisetmp"
"1",-0.840525116049692,0.904052445272089,0.5526362738483
"2",-0.679864324717871,-0.932210313542225,-1.14054307479513
"3",-0.802790431851643,0.238268848925051,-0.0527686366052482
"4",-0.776959815371908,0.00302784178767899,-0.0481182240001006
"5",-0.713690697965786,-0.467833008269822,-0.168461498937352
"6",-0.745555423248611,0.143261135377149,1.20324309281706
"7",-0.689977219130485,-0.886984967869805,-1.13098898576979
"8",0.0890823344294362,-1.60906351364129,1.81421493824325
"9",-0.856569563548921,0.857607275495299,-0.202421075279459
"10",-0.881681760308215,1.69441280176678,0.815494248643882
"11",-0.91220689673743,1.61499959304153,-1.14740926932183
"12",-0.84982885298056,0.575315015691392,-0.633862122178447
"13",-0.745547479778956,-0.553686108490492,-0.989753647097032
"14",-0.690221505313962,-0.725515445542733,-0.61985841206608
"15",-0.34576643065387,-1.23097357622296,1.24074733119119
"16",-0.76280527342599,0.0778162540530868,0.534083156807001
"17",-0.714313296456387,-0.110347284329605,1.05593246067705
"18",0.104064585561722,-1.75864189025359,0.529220913861564
"19",-0.848719460594327,0.750108612689164,-0.17297307811798
"20",-0.822633631254762,0.017557475918344,-1.12974266963259
"21",-0.829248966770751,0.0653227298287539,-1.18759101277467
"22",-0.73158870278297,-0.276913075987062,0.10626539826889
"23",-0.880497972172563,1.15180858628518,-0.509701759954154
"24",-0.847584061712847,0.81053363251283,0.0237508556226476
"25",-0.311237075798711,-1.51226534666295,-0.167549816445501
"26",-0.636509650881641,-0.903002117703445,-0.476256104721351
"27",-0.674717930639774,-0.0792289230545537,2.09088677702671
"28",-0.315274700564751,-1.34606394957687,0.812959124810442
"29",-0.884145480642921,1.75008267174685,0.828786938510718
"30",-0.851636843510936,0.880711526388598,0.0490876257509414
"31",-0.759838908211646,-0.0181919596419917,0.302745142108936
"32",0.0933416732834212,-1.97789539723039,-0.687805795417334
"33",-0.878811609372272,1.32711526965243,-0.0142516719757386
"34",-0.646480165018494,0.0572633069339938,3.3987646739795
"35",-0.848238719617362,0.412922050727764,-0.949944275518543
"36",-0.84403208899589,0.661185188989452,-0.227551904173142
"37",-0.22871607241134,-1.80820880745811,-1.43683592814858
"38",-0.915785283078818,2.51046299614064,0.739836300997551
"39",-0.238708717946653,-1.47553307148329,0.600953611504473
"40",-0.6822150888758,-0.671455573944711,-0.315749468005198
