-1.241335148633539109e+00,3.620512051460047065e+00,-1.828742387260779534e+00,-7.339663900280806175e-01,1.764476741485319522e+00,-2.300131558963540712e-01
-1.336150997126828610e+00,4.862198502296354086e+00,-5.466110430733832182e+00,-3.477199893172496559e+00,-1.633684413093658971e+00,3.190828557927947173e+00
2.995444128682622775e-01,1.905314927391898117e+00,-2.329617059950371161e+00,-1.415930348226604352e+00,2.172626458857509490e+00,-2.171473350413982484e+00
1.234257995303439159e+00,3.319730703886668355e+00,-4.086891177387093954e+00,-2.502911074294507543e+00,1.556911452078234781e+00,-1.080387807157032753e+00
3.068789248166329031e+00,4.234713616255001867e+00,-5.937221495849551722e+00,-7.934163461225138825e-01,2.314345548906184824e+00,7.345168208911667662e-01
-8.364496468770274973e-01,3.374877511789200923e+00,-6.781257213415869955e+00,8.051719760590385633e-01,-1.876992083517404986e+00,2.833878353575377318e+00
-1.573905738051199377e+00,1.096970981897856245e-01,2.466133093846608837e+00,3.457557420032457252e+00,-1.690846652694530938e+00,1.485883368965876805e+00
1.845612611998838304e+00,1.173558809155093918e+00,-4.350629842891578392e+00,-2.292075322370953128e+00,2.993560502834848869e-01,-2.901744427955754269e+00
1.133064304916679532e+00,1.762122956219356329e+00,-4.114537678996988745e+00,2.019570296668169007e+00,-8.146491526244945547e-01,1.781416841630186987e+00
-1.474057708458025751e+00,1.256474396677701666e+00,3.716080974330189246e-01,-2.932222445202276706e+00,2.519205051096498948e+00,-3.473339509822274795e+00
2.707125158115409214e+00,7.459621460129341131e+00,-8.893133263021004709e+00,2.552191280173552457e-01,3.262801443314820915e+00,3.278394169894877308e+00
1.082788789139287111e+00,2.599010304415338535e+00,-6.067639345793546468e+00,1.566057424369780904e+00,-1.821382641800846969e+00,3.100482464200764454e+00
-2.114472513767085449e+00,-1.977287572921360148e+00,8.993702821450883178e+00,1.815863967567176829e+00,-2.598255919730239505e+00,-2.271114979885652474e+00
-1.082813134623524576e+00,4.010865198671635490e+00,-3.200940571791202505e+00,-1.201425931950136583e+00,-3.035605788818202200e+00,4.764558166995040978e-01
4.930825278711576942e-01,5.082732345233007543e+00,-5.265957332838909544e+00,-2.210352449112644724e+00,-3.240840796805647628e+00,-4.291530069967164351e-01
-5.676257706479761467e-01,1.759896162374328110e-01,2.140919800344989632e+00,3.297702158807439332e+00,4.691184801983077080e-01,-4.784551488362716043e-01
3.462063326264984475e+00,1.228796226788588575e+00,-2.509394830278485866e+00,1.068424624802880807e+00,-3.069119128541268005e+00,-1.419631506553411526e+00
2.327283181471899276e+00,4.494178940151358326e+00,-6.269148463364336621e+00,-1.832549495362844283e+00,5.144190922249816111e-01,7.743770413502977235e-01
3.101232429077462882e+00,1.061414009616349574e+00,-2.024024938309603616e+00,2.302514064744283218e+00,1.654904956715212094e+00,9.738474586568486302e-01
3.265598929669274675e+00,3.970110238620073506e+00,-5.157413048761753771e+00,-3.336737244366570820e+00,3.114109200640231556e-01,-1.288056595752390621e+00
