2.974295983175777369e+00,-7.287990494184906076e-01,2.800918219709596535e+00,4.050587246495505056e+00,3.234723733135727919e+00,-4.120853824801391951e+00
2.970125341247385808e+00,-3.741839403335456282e-02,1.994430701190818667e+00,-2.607034851342846959e+00,-3.131510390244014452e+00,1.548816425685568987e+00
3.146458918256660020e+00,-1.290037928894806285e+00,2.366341572316721376e+00,-1.223796274140572349e+00,1.073611689369070810e+00,-3.509184772210656611e+00
2.886267364142671710e+00,-8.823417301718285977e-01,-2.379908130196715099e+00,-2.568431592533338303e+00,-2.787355912969339933e+00,1.494118672596667530e+00
-4.555376893121830806e-01,1.642606282764960568e+00,7.029637356073585863e-01,-2.507031660133701045e+00,-2.018527068831200921e+00,1.851953457576738682e+00
-1.156820930081702725e+00,3.275328568322596112e+00,-2.400286816725813122e+00,-2.395464916698017532e+00,-1.539521729313337639e+00,5.046551705885397254e+00
-2.825601445411051182e-01,1.410839125583459364e+00,3.128275178688960878e+00,-7.287169738848917611e-01,1.403651293601132721e+00,-1.920235061567718393e+00
2.792306876376269287e+00,-2.552023952558265751e+00,1.375901880707909086e+00,1.195089969904591154e+00,2.012242766527173821e+00,-4.133757005795500206e+00
3.437739622876524237e+00,-2.547951149431670004e+00,-1.552096342394687856e+00,-2.258147288477780457e+00,-8.522008751480592004e-01,-1.027052364076800894e-01
-2.117412740681536842e+00,3.155650107822302708e+00,2.313549871174498840e+00,-1.351999260475038156e+00,1.019610894805026646e+00,1.409561366987932329e+00
2.093336784458790678e+00,3.713898056521411917e-01,-2.440024931167786626e+00,-2.596455312682925953e+00,-2.988074593679526103e+00,1.533138897522285937e+00
-1.090133994265299222e+00,3.103148324082345866e+00,1.788399697258418186e-01,2.354966186395626604e+00,3.137275632910146328e+00,-5.735508145563343874e-01
7.504318772218243616e-01,9.068571989318030546e-01,-1.072966789502489249e+00,-1.944249251761195341e+00,2.508656929615677988e-01,-5.821502044433903844e-01
1.654823700640414952e+00,4.540879560566928319e-01,3.371402747781315767e-02,-6.491648257707323122e-01,1.349673212368504238e+00,-2.979857752224935208e+00
1.042995873245617267e+00,9.769776482856222799e-01,-4.733313253708466561e-01,-2.445891732270351504e+00,-1.986498588664474818e+00,1.541825344913572149e+00
-8.442111948734237759e-01,1.855128769454887916e+00,1.905803591795412366e+00,-1.937302637768912428e+00,2.586059239750237992e-01,-7.045714862733298833e-02
3.678874598492492431e+00,-8.735345853404830052e-01,-3.256631931367919730e+00,-2.154946789274128971e+00,-6.017944895144533568e-01,2.448054094786689117e-02
-7.600026161450212925e-01,2.340070872631033971e+00,1.271057619960960672e+00,-2.560398038036241886e+00,-2.585665933776769343e+00,4.433690689737165513e+00
3.170178593538175438e+00,-2.768794326577680209e+00,-1.175706657402617594e+00,-2.461025695637640176e+00,-1.791916043881958576e+00,4.891391279902415068e-01
3.087444224986795049e+00,-2.944787989202194201e+00,-2.943737000307675711e+00,-1.926935062513771335e+00,-6.975090411298356941e-02,-1.358008845136686071e+00
2.760679586231923111e+00,-3.026313061873452170e+00,2.642346337275094825e+00,-2.472511144170904007e+00,-1.711489030815784851e+00,9.188743085295523194e-01
2.760133578690350475e+00,-6.314231792998903359e-02,-1.942138680477195178e+00,2.083405134310411633e+00,3.106990793753332092e+00,-3.893212363646141316e+00
3.140830621866083749e+00,-2.033732197986368728e+00,-3.276943659103897399e+00,-1.181301763615810518e+00,1.156169813901611221e+00,-3.742932637114755767e+00
-1.790411069116544018e+00,2.976564182310715623e+00,2.351174222605856734e+00,-1.375668773044387949e+00,7.735869068215981414e-01,2.112530085435687377e-01
-1.335779915121243944e+00,3.364273855826197313e+00,-9.560541412930954053e-01,2.769361460325191260e+00,3.296882041572652078e+00,3.266192910960530327e-03
